Genus,TARA_099_SRF_0_22_3,TARA_098_SRF_0_22_3,TARA_098_MES_0_22_3,TARA_098_DCM_0_22_3,TARA_096_SRF_0_22_3,TARA_094_SRF_0_22_3,TARA_093_SRF_0_22_3,TARA_093_DCM_0_22_3,TARA_085_SRF_0_22_3,TARA_085_MES_0_22_3,TARA_085_DCM_0_22_3,TARA_084_SRF_0_22_3,TARA_082_SRF_0_22_3,TARA_082_DCM_0_22_3,TARA_078_SRF_0_22_3,TARA_078_MES_0_22_3,TARA_078_DCM_0_22_3,TARA_076_SRF_0_22_3,TARA_076_MES_0_22_3,TARA_076_DCM_0_22_3,TARA_072_SRF_0_22_3,TARA_072_MES_0_22_3,TARA_072_DCM_0_22_3,TARA_070_SRF_0_22_3,TARA_070_MES_0_22_3,TARA_068_SRF_0_22_3,TARA_068_MES_0_22_3,TARA_068_DCM_0_22_3,TARA_067_SRF_0_22_3,TARA_066_SRF_0_22_3,TARA_066_DCM_0_22_3,TARA_065_SRF_0_22_3,TARA_065_MES_0_22_3,TARA_065_DCM_0_22_3,TARA_064_SRF_0_22_3,TARA_064_MES_0_22_3,TARA_064_DCM_0_22_3,TARA_062_SRF_0_22_3,TARA_058_DCM_0_22_3,TARA_057_SRF_0_22_3,TARA_056_SRF_0_22_3,TARA_056_MES_0_22_3,TARA_152_SRF_0_22_3,TARA_152_MES_0_22_3,TARA_151_SRF_0_22_3,TARA_151_DCM_0_22_3,TARA_150_SRF_0_22_3,TARA_150_DCM_0_22_3,TARA_149_SRF_0_22_3,TARA_149_MES_0_22_3,TARA_148_SRF_0_22_3,TARA_148b_MES_0_22_3,TARA_146_SRF_0_22_3,TARA_146_MES_0_22_3,TARA_145_SRF_0_22_3,TARA_145_MES_0_22_3,TARA_142_SRF_0_22_3,TARA_142_MES_0_22_3,TARA_142_DCM_0_22_3,TARA_141_SRF_0_22_3,TARA_140_SRF_0_22_3,TARA_138_SRF_0_22_3,TARA_138_MES_0_22_3,TARA_138_DCM_0_22_3,TARA_137_SRF_0_22_3,TARA_137_MES_0_22_3,TARA_137_DCM_0_22_3,TARA_133_SRF_0_22_3,TARA_133_MES_0_22_3,TARA_133_DCM_0_22_3,TARA_132_SRF_0_22_3,TARA_132_MES_0_22_3,TARA_132_DCM_0_22_3,TARA_128_SRF_0_22_3,TARA_128_DCM_0_22_3,TARA_125_SRF_0_22_3,TARA_124_SRF_0_22_3,TARA_123_SRF_0_22_3,TARA_122_SRF_0_22_3,TARA_122_MES_0_22_3,TARA_122_DCM_0_22_3,TARA_112_SRF_0_22_3,TARA_112_MES_0_22_3,TARA_112_DCM_0_22_3,TARA_111_SRF_0_22_3,TARA_111_MES_0_22_3,TARA_111_DCM_0_22_3,TARA_110_SRF_0_22_3,TARA_110_MES_0_22_3,TARA_110_DCM_0_22_3,TARA_109_SRF_0_22_3,TARA_109_MES_0_22_3,TARA_109_DCM_0_22_3,TARA_102_SRF_0_22_3,TARA_102_MES_0_22_3,TARA_102_DCM_0_22_3,TARA_100_SRF_0_22_3,TARA_100_MES_0_22_3,TARA_100_DCM_0_22_3,TARA_009_SRF_0_22_1_6,TARA_009_DCM_0_22_1_6,TARA_007_SRF_0_22_1_6,TARA_007_DCM_0_22_1_6,TARA_052_SRF_0_22_1_6,TARA_052_DCM_0_22_1_6,TARA_004_SRF_0_22_1_6,TARA_004_DCM_0_22_1_6,TARA_048_SRF_0_22_1_6,TARA_045_SRF_0_22_1_6,TARA_042_SRF_0_22_1_6,TARA_042_DCM_0_22_1_6,TARA_041_SRF_0_22_1_6,TARA_041_DCM_0_22_1_6,TARA_039_MES_0_22_1_6,TARA_039_DCM_0_22_1_6,TARA_038_SRF_0_22_1_6,TARA_038_MES_0_22_1_6,TARA_038_DCM_0_22_1_6,TARA_037_MES_0_22_1_6,TARA_036_SRF_0_22_1_6,TARA_036_DCM_0_22_1_6,TARA_034_SRF_0_22_1_6,TARA_034_DCM_0_22_1_6,TARA_033_SRF_0_22_1_6,TARA_032_SRF_0_22_1_6,TARA_032_DCM_0_22_1_6,TARA_031_SRF_0_22_1_6,TARA_030_SRF_0_22_1_6,TARA_030_DCM_0_22_1_6,TARA_025_SRF_0_22_1_6,TARA_025_DCM_0_22_1_6,TARA_023_SRF_0_22_1_6,TARA_023_DCM_0_22_1_6,TARA_018_SRF_0_22_1_6,TARA_018_DCM_0_22_1_6
Candidatus Puniceispirillum,0.030187579,0.038721097,0,0.002739651,0.041667276,0.053222714,0.008973237,0.009116455,0,0,0,0,0,0,0.075172642,0.002386065,0.01251294,0.087122522,0,0.007341928,0.026708383,0.002706946,0.002003647,0.075785356,0,0.002934531,0,0,0.002463661,0.017048603,0.005074854,0.006512007,0,0.005151386,0.008025768,0,0.005578386,0.008622548,0.012585344,0.012885065,0.026496045,0.002090585,0.005415945,0,0.019523306,0.009599693,0.008895502,0.012640307,0.007477195,0,0.002541231,0.001051746,0,0,0.008321841,0,0.004568505,0,0.002986501,0.014246675,0.010365111,0.027906056,0,0.002915197,0.020883803,0,0,0.072956547,0,0.021679042,0.061193749,0,0.001916058,0.022377895,0.024896809,0.017810818,0.021492852,0.039386497,0.012954207,0.002614311,0.003199761,0.020016681,0,0.000940601,0.059916117,0,0.010708645,0.032793029,0.007000963,0.024868469,0.030274097,0,0.05306413,0.065960397,0,0.026705835,0.044088831,0,0.008734472,0.066658504,0.027079384,0.051433545,0.025759254,0.013813808,0.01754042,0.102058733,0.015366455,0.018667567,0.020876827,0.033764081,0.00176398,0.028609481,0.003930406,0,0.030928415,0.017395086,0,0.012950142,0,0.05437477,0.024957821,0.010781837,0,0.012984577,0.011547211,0.009429218,0.024083038,0.035531403,0.057015071,0.105075129,0.017539154,0.066511473,0.077236079,0.026937639,0.035367695
Candidatus Scalindua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003219616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.905694056,0,0,3.365876861,4.234254817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011090731,0,0,0.259035617,0,0,0,0,0,0.010629063,0,0,0.82164689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.560949437,0,0,4.19006637,0,4.596647333,0,0.094839721,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chloroplast(undef),0.589178268,0.756444294,0.106519596,0.504095772,0.611851051,0.16279889,0.296116833,0.093845855,7.575284137,0.315986966,9.314073233,8.225661448,19.35136032,14.90325976,3.120301711,0.180147935,2.586765862,6.694340884,0.150918523,2.914745528,1.421903417,0.686210813,0.290528764,10.68817993,0.591420457,16.94544708,0.157682246,11.35861824,7.216063069,5.324846917,5.029180407,3.982091986,0.25331469,2.798490645,1.781185461,0.176855414,3.014187696,1.677085581,0.82643761,3.511675851,0.651606441,0.204877344,4.048960139,0.074179221,2.458309609,2.690793896,4.848048651,3.262884685,6.306598211,0.104265753,4.407342466,0.144089192,5.279941808,0.103624475,6.481525512,0.054913202,1.685778245,0.222046421,1.325010951,1.655204565,1.188532735,0.904696316,0.150730845,2.625134826,1.591345751,0.191875135,0.085463576,0.822601806,0.100397546,2.060592927,0.79363585,0.27398718,2.119159616,3.697217357,1.455808165,1.505401327,3.424296627,14.37491312,1.723834812,0.315460166,0.678349345,0.64220183,0.136969695,1.297088836,1.814850515,0.137354433,0.716586797,2.482900775,0.921501707,2.576995116,1.33283653,0.407618559,1.265773637,0.981329173,0.279898673,0.760226118,0.630306986,0.19687163,0.74631211,0.778816194,0.948819969,0.247936065,0.682620235,0.44664647,0.276519569,0.54760546,1.344564812,0.290065265,0.299502165,0.269089498,2.344328809,0.617570168,3.86620899,0.047267432,3.351515489,1.585851988,0.063817374,3.375006232,0.171783167,1.047513955,1.758028931,3.705871475,0.623541293,2.286728321,1.073890597,0.871416899,0.616525784,0.165116523,0.183715231,0.559900329,0.398241961,0.319008737,0.395599429,0.202780568,0.255337502
Cobetia,0.033310432,0.008297378,0.006968571,0.00273965,0,0.080616757,0.094218992,0.06327892,0,0.014263301,0.000779551,0.005943933,0.002764875,0.000619138,0,0.015509424,0.01820064,0,0.041632695,0.076356054,3.091813245,0.481836392,0.032058347,0.022002201,0.290891248,0.004401796,0.024258807,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000981335,0,0.007582323,0.045789642,0.034165786,0.01343957,0.001617364,0.006741497,0.001661598,0.018292237,0.006776616,0.054690786,0.001691747,0.001191086,0.005944172,0.030507337,0.001827402,0.00539384,0.0009955,0.012951522,0.158067944,0.01350293,1.448801095,0.010203189,0.000835352,0.093518973,0.011846436,0.001338652,0.061533977,0.002167904,0.000941442,0.011526969,0,0,0,0,0,0.01621797,0.004626502,0.028757418,1.518819928,0.005838198,0.055757575,0.008465409,0.006946797,0.017915796,0.006246709,0.001873888,0.014877046,0.003885699,0.111781281,0.456641731,0.009059729,0,0.012400575,0.011572529,0.004082299,0.006292701,0.002911491,0,0,0.003956427,0,0.000920921,0.001031789,0.003292217,0,0,0,0,0,0.002959602,0.001310135,0.010219985,0,0,0,0,0.001930148,0,0,0,0.001741735,0.001442731,0,0,0.001605536,0,0,0.135847131,0.025792872,0.044340982,0.079119885,0.001496536,0
Coraliomargarita,0.019778069,0.011063171,0,0,0.027047179,0.001565374,0,0,0,0,0,0,0,0,0.012741126,0.001193033,0,0.002562427,0.001734696,0,0,0,0,0.002444689,0,0,0,0,0.007390983,0,0,0.014652015,0,0.012234543,0.007490717,0,0.009297309,0.002874183,0.001048779,0,0.00196267,0,0,0,0.034165785,0.000959969,0.058225105,0.040448984,0,0,0.012706157,0,0,0,0,0,0,0,0,0.028493349,0.256536498,0.001800391,0,0,0,0,0,0.230248186,0,0.019511138,0.039540576,0,0,0,0,0,0,0,0,0,0,0.011676397,0,0.002821803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091145302,0.007290603,0.178039195,0.021895366,0.000920921,0,0.026337738,0.085912453,0.007179833,0.004014774,0.004092616,0,0.006905737,0.001310135,0,0.005623348,0.017395086,0,0,0.000965074,0.060771802,0.113807665,0.007701312,0,0.002885462,0,0,0.005619376,0.447277667,0.005068006,0.128341764,0.001031715,0.068974861,0.045211363,0.012720552,0.008626267
Cyanobacteria(undef),0,0,0,0.224651379,0,0.000782687,0,0,0,0,0,0,0,0,0.002548225,0.001193033,0.051189298,0,0,0.052861884,0.007630966,0.004060419,0.100182332,0.185796357,0,0.033747102,0,0.065883191,0,0.001420717,0.002537427,0.001628002,0,0,0.008560819,0,0.008677489,0,0.017829238,0.000991159,0.002944005,0,0.004332756,0,0.004067355,0.009599693,0.027495188,0.016853743,0.002492398,0,0.005082463,0,0.006766987,0,0,0,0,0,0,0,0,0.001800391,0.00099165,0.123895869,0.001670704,0,0,0,0,0.033602515,0,0,0.152326573,0.015567231,0.013103584,0.005420684,0.006933178,0.001158426,0.007402404,0.01132868,0.120524334,0.013344454,0,0.293467526,0.026050486,0,0.287348629,0.034666917,0.015752166,0.095588178,0,0,0.007765482,0,0,0.115725286,0.002449379,0,0.214479814,0,0.049992709,0,0.001287963,0,0.14548231,0.008779246,0.099183482,0.001435967,0.000802955,0.002046308,0.012347857,0.000986534,0.006550676,0,0.001405837,0,0,0.000996165,0,0,0,0,0.012192148,0,0,0.033002263,0.002408304,0,0.003801005,0.018012879,0.237294431,0.003695082,0.026373295,0.01346882,0.017252534
Deferribacteres(undef),1.574958879,1.629051884,7.820728508,4.168378945,0.752934988,2.438069896,0.154788347,0.097599689,0.001225378,4.405165509,0.003897755,0.004457951,0.037325816,0.040863081,0.7389853,3.939393941,2.634542539,1.199215898,4.160667509,5.581333881,2.449540235,2.920794749,5.680338218,2.300452271,2.541793711,1.35428588,5.751936381,1.668447298,1.374722838,3.911233609,4.052270994,4.253968259,6.548904986,3.718013109,3.327483434,6.717375652,3.529878451,3.355608252,2.951263253,2.354002303,2.752644696,4.49162198,3.132582324,6.342781263,2.649475309,4.09906883,2.32253473,2.269356522,3.429539904,6.502890178,3.165527346,7.505258725,3.978988504,7.45024239,2.824670689,6.165532811,3.763534197,4.945252524,3.710229753,1.525689342,2.413343351,2.275693824,12.67626584,4.458793689,3.403224458,13.76583171,12.02751757,1.102380119,6.669959279,2.736979023,2.039163998,6.87716685,7.11719566,3.382953883,3.380724631,3.917605604,4.13425406,2.612251516,5.034559968,6.672592437,4.25568224,2.253544621,5.383030299,4.48854818,4.01872162,9.503049951,4.419993039,2.040663358,6.019952747,3.98517218,1.66274656,6.443823081,2.085032033,3.363980236,5.920388319,3.143276813,2.851894189,10.71107515,3.500582298,1.854874911,4.774303749,2.449028042,2.162489377,3.610929486,3.657693537,1.229094422,5.407595217,0.922608573,0.963545851,1.633976901,6.523196333,1.323928379,5.954564507,13.63857022,3.479446662,3.532652018,12.62854643,5.227872694,17.23911638,3.187321084,2.833211872,2.485983608,4.523287002,2.133798857,2.697428436,4.44666206,1.972400839,2.3064061,3.375292209,0.669478678,1.424798304,2.549606476,1.15477357,3.525089418,3.902523183
Defluviicoccus,0.168634064,0.271047681,0.00597306,0.317799513,0.057749383,0.094705123,0.063934316,0.076685473,0,0.005485885,0,0,0.040090688,0.042101353,0.364396199,0.025053686,0.428852564,0.266492423,0.008673479,0.33479193,0.296335865,0.105570894,0.272495942,0.168683535,0.000876178,0.164333715,0.006064702,0.176282051,0.120719389,0.225893985,0.215681298,0.320716321,0.003388825,0.413398757,0.252009117,0.003130184,0.400404124,0.37939211,0.323023839,0.254727827,0.367019291,0.058536382,0.163561524,0.000915793,0.266005042,0.294710569,0.186805543,0.189604612,0.279979396,0.000914612,0.374408105,0.032604124,0.378951286,0.003573258,0.271054259,0.007118378,0.234821142,0.001797946,0.2976546,0.384660218,0.171888092,0.294363878,0.0019833,0.109319885,0.119455351,0.000806198,0,0.135873202,0.002428973,0.150669341,0.363396723,0.00620683,0.135082056,0.146915743,0.2109677,0.229217486,0.24612782,0.228210001,0.156375782,0.04270041,0.217583754,0.317764805,0.018181817,0.244556272,0.159776314,0.004265666,0.2480836,0.178956246,0.058633062,0.132890882,0.162238109,0.003631346,0.14624992,0.181727626,0,0.229670184,0.123285435,0.004494786,0.12810559,0.713518072,0.170808423,0.441800965,0.264032355,0.20076068,0.275487778,0.334708749,0.194176113,0.362581579,0.393447888,0.342756581,0.287528664,0.425196073,0.199140552,0,0.147612888,0.295716459,0,0.213179261,0.000965074,0.251083497,0.266549532,0.380444829,0.135855366,0.284217966,0.372974908,0.207442796,0.461591567,0.287386352,0.334488417,0.579414283,0.303324185,0.476665558,0.324014769,0.262641984,0.287254691
Deltaproteobacteria(undef),1.806050006,1.38566213,6.153248846,2.3492507,1.13159549,0.928266741,0.30284676,0.240245393,0.020831419,8.983684978,0.20112411,0.054981389,0.127184256,0.095347187,1.876767833,4.775709855,2.127199721,2.365120243,5.825107983,1.829608528,2.307095527,2.97899409,0.95974674,1.254125414,2.957102302,1.267717227,6.191194054,1.269586898,0.507514166,0.863795874,0.83988835,1.57753358,5.955860547,1.886051334,1.907992592,6.682943625,1.949335861,2.293597757,2.376532527,1.966459185,2.710447293,2.658178897,1.234835359,6.718256332,1.470755711,2.671594511,1.570460458,1.399703374,1.473007327,6.60989976,1.92964177,5.622633569,2.119758754,7.620567673,1.371914972,5.460813324,2.031157203,4.568582682,1.875522638,1.340482573,2.515266944,2.514245594,2.863886079,2.026061858,1.980619831,3.628697426,4.226639249,1.222858826,5.856253395,0.934366696,2.52024101,5.776784687,3.425910844,1.903093988,1.786018474,2.052890384,1.889291017,1.336824056,2.03843698,5.383737245,1.40256194,2.854045037,5.15030303,2.782297887,2.074487027,7.782280427,2.215797034,1.634029795,4.926927454,1.538736529,1.810235752,4.998547459,1.80288617,1.632856356,3.381813674,1.215115512,1.840300457,4.840884574,0.986024845,1.222299309,2.296540085,1.111755863,0.9530924,2.799598481,1.358866678,1.614283834,1.197186541,2.522993413,2.888228682,2.436129613,1.314164763,2.258175898,1.328477095,3.334270166,2.595175165,1.74820613,4.051491506,1.284056385,2.940580398,2.103024199,1.983647639,3.491774995,2.631762288,3.055703837,3.191649056,2.620536841,3.838836309,1.064897063,1.251164064,2.6756631,2.8774529,1.623372624,1.070002262,1.662650964,1.950398968
Elev-16S-509(undef),0.277933921,0.289025335,0.044797961,0.119174818,0.279243848,0.259069385,0.076272517,0.053089942,0.015929909,0.015360478,0.014811466,0.019317785,0.041473126,0.047054453,0.182198099,0.051300406,0.104653676,0.229337229,0.054642913,0.14537018,0.18059954,0.215202208,0.176320905,0.205353869,0.377632915,0.149661063,0.071043649,0.169159544,0.059127864,0.127864521,0.142095915,0.205128205,0.053373999,0.136511739,0.134832903,0.068864056,0.10970825,0.168139685,0.178292378,0.157594259,0.210005692,0.033449362,0.196057192,0.021979029,0.190352234,0.1343957,0.188422908,0.235952404,0.107173122,0.021950684,0.109272953,0.037862853,0.098967189,0.014293031,0.072518902,0.034574982,0.105075609,0.07731171,0.128419543,0.341920194,0.233214999,0.213346297,0.069415521,0.087455908,0.263971263,0.098356163,0.018615828,0.179379401,0.025909043,0.143081677,0.260779514,0.099309269,0.071852158,0.244210936,0.254209527,0.258644055,0.2648474,0.205041473,0.273888945,0.053157651,0.172787098,0.220183487,0.06060606,0.12604054,0.362101753,0.05460052,0.166876378,0.292326431,0.113765643,0.287541674,0.313608594,0.175212433,0.319679026,0.253072543,0.109833655,0.198513376,0.394350098,0.063825962,0.232919255,0.259151941,0.157268732,0.224197505,0.332294378,0.278118005,0.230089043,0.322637285,0.206050192,0.285039382,0.205556448,0.285459958,0.127006528,0.290040941,0.142804737,0.01405248,0.334589214,0.200043488,0.029173656,0.199232952,0.092647102,0.319851588,0.266549532,0.232579631,0.066185947,0.284217969,0.212468678,0.12808021,0.244041455,0.250809907,0.214123266,0.18087933,0.126900934,0.19337595,0.192148293,0.234207809,0.174250594
Erythrobacter,0,0.005531585,0.00199102,0,0.02412316,0.011740304,0.003364964,0.001608786,0.000612689,0.004388708,0,0.000742992,0.002764875,0.000619138,0.006370563,0.004772131,0.00227508,0.005124854,0.093673565,0.048456727,0,0.004060419,0,0,0.004380892,0,0.000866386,0,0,0,0.002537427,0,0.103359173,0.014166313,0,0.062603687,0,0.001437091,0.003146336,0,0.000981335,0.498604534,0.003249567,0.088831906,0.000813471,0.016319478,0.001617364,0.003370749,0.002492398,0.053047487,0.002541231,0.04627682,0.000845873,0.046452351,0,0.055930118,0.013705514,0.015282547,0.004977502,0.003885457,0.005182556,0.009902149,0.004958252,0.002915197,0.003341408,0.047565685,0.001692348,0.001338652,0.02024144,0,0.003765769,0.044334495,0.022034661,0.008756567,0.005241434,0.003097534,0,0.003475279,0.0009253,0.305002919,0.053329351,0.009174312,0.063030303,0.012227814,0.00086835,0.003412533,0,0.002810831,0.001750241,0.005439978,0.002328777,0.004539182,0.002588494,0,0,0,0,0.000898957,0.001940994,0.010202832,0.005207574,0.01186928,0.007727776,0,0,0.003292217,0.002793901,0.005743867,0.003211819,0.007162078,0.022931734,0.029596014,0.005240541,0.006387491,0.004217511,0.00144959,0.001823354,0.00199233,0.002895222,0.003198516,0,0.009241575,0.259518584,0.012984577,0.01039249,0.059718381,0.016055359,0.020900826,0,0.008255903,0.014444009,0.001231694,0.009419034,0.009727481,0.01035152
Flavobacteria(undef),0.535048819,0.254452924,0.28571144,0.521903508,0.582610858,1.14272297,0.318549926,1.030695639,0.23220905,0.663792064,3.13457386,0.621141088,1.516533953,1.555273505,0.670183217,0.373419231,0.927095063,1.46186468,0.406786129,0.513934981,0.555788724,0.3559634,1.112023883,0.789634519,0.16910244,0.557560817,0.456585401,0.655270655,0.874599655,1.278645203,0.918548592,0.884004884,0.261786759,0.643923296,0.606213015,0.26606567,0.471063672,0.386577568,0.33665796,0.468818143,0.341504581,0.183971486,0.578422876,0.306790603,0.637761326,0.674858406,0.643710879,0.689318098,1.147333962,0.214933784,0.803876225,0.411232645,0.646247283,0.241790442,1.03785249,0.440322562,0.544565764,0.173501859,0.897941305,0.663117947,0.502707888,0.496007634,0.131889491,0.760866398,0.669117032,0.11931731,0.313084388,0.815239216,0.351391398,1.107799034,0.443419317,0.378616586,1.545300389,1.053706947,0.876629759,0.597823982,0.795235522,0.552569389,0.805011427,0.372974999,0.356240065,0.437864887,0.253333333,0.656539528,0.912635355,0.404385103,0.592544998,0.817014897,0.651964645,0.965984596,1.370873214,0.54470187,1.386138614,1.12401901,0.705061207,1.775047848,1.372468976,0.481841062,0.719138199,0.470690663,0.439519235,0.243979639,0.45722676,0.56636614,0.5076404,0.587112066,1.05958692,0.430789995,0.696161876,0.496229678,0.188745813,0.428155676,0.399591238,0.104754848,0.160265419,0.501558308,0.147691635,0.293868603,0.041498182,0.199907244,0.217632203,0.294190128,0.193332635,0.3794382,1.109686954,0.447887854,0.655058646,0.056432229,0.075386595,0.02927093,1.121474114,0.064048087,0.463416474,0.387602701,0.521889151
Fluviicola,0.001040951,0.001382896,0,0.001369825,0,0.075137949,0.045987842,0.05523499,0,0,0,0.000742992,0.020736563,0.022908089,0.109573682,0.001193033,0.01820064,0,0,0,0.008902794,0.002706946,0.016029173,0.026891578,0.001752357,0.020541714,0.001732772,0.03917379,0.068982508,0.069615127,0.065973103,0.040700041,0.000847206,0.049582094,0.051364915,0.001565092,0.011156772,0.004311274,0.004195115,0.009911588,0.00196267,0.003135878,0.035745234,0.000915793,0.03741967,0.02687914,0.042860146,0.042134358,0.231793032,0.008231507,0.049977552,0.003155238,0.106580049,0,0.041609206,0.001016911,0.013705514,0.001797946,0.021901007,0.12692492,0.010365111,0.01530332,0.003966601,0.014575985,0.313257038,0.003224792,0.005923218,0.028111697,0.008096576,0.093219879,0.003765769,0.00177338,0.042153265,0.215022378,0.159863723,0.054981221,0.144210103,0.110050508,0.261860039,0.042700408,0.001066587,0.000834028,0,0.000940601,0.196246994,0.02730026,0.074068125,0.232362035,0.083136431,0.150765094,0.123425165,0.006354855,0.256260921,0.243649629,0.017715106,0.190501625,0.467831483,0.009888529,0.126164596,0.005441511,0.067698461,0.02241975,0.036062956,0.054334312,0.008254315,0.006584434,0.090103304,0,0.000802955,0.036833543,0.00176398,0.010851872,0.040614191,0,0.029522578,0.013046314,0,0.037854261,0.000965074,0.036782932,0.057902145,0.00616105,0,0.015870039,0.017320816,0,0.007224912,0,0,0.00225161,0.025792873,0.004926776,0.016954261,0.002993071,0.008626267
Formosa,0.170715966,0.07191061,0,0,0.062866416,0.102531992,0.124503668,0.088483236,0,0,0,0.001485983,0.001382438,0.001857413,0.178375761,0.002386065,0,0.085841309,0,0,0.01144645,0.004060419,0,0.004889378,0,0.004401796,0.001732772,0.003561254,0.256220744,0.079560146,0.124333925,0,0,0,0,0,0,0.011496731,0,0,0.002944005,0,0.495017331,0.00641055,0.156999919,0.033598925,0.135858578,0.07415647,0.007477195,0.000914612,0,0,0,0,0.020210186,0,0,0,0,0.002590304,0,0.007201563,0,0,0.011694929,0,0,0.510026505,0.00323863,0.132242155,0.107324421,0.00088669,0.000958029,0.005837712,0.001310358,0,0.001386636,0,0.0009253,0,0,0.014178482,0,0.000940601,0.023445437,0,0.000892387,0.01780193,0.014877046,0.013988514,0.003881294,0,0.00905973,0.065960397,0,0.039168558,0.031841933,0,0.005822981,0.017684909,0.00208303,0.014506897,0.009015739,0,0,0.137175717,0.013271029,0.000717983,0,0,0,0,0,0,0.004217511,0.011596724,0,0,0.000965074,0.025588127,0.018967944,0,0,0,0.003464163,0.001571536,0.012844287,0.002090083,0,0,0,0.001231694,0.001883807,0.004489607,0.013802027
Gammaproteobacteria(undef),12.20202777,14.67944463,4.63509571,4.650557509,17.67935204,9.089343722,3.15745789,2.462515281,6.256165185,4.988863655,8.520490493,5.380003121,3.761612485,4.649722939,5.690186789,4.090909083,4.248711743,6.566219533,3.591687343,2.684208989,6.797919284,4.424503258,5.638261633,5.08739763,1.998563061,3.34389764,5.39671813,3.904914537,4.749938408,6.805233922,6.810454195,6.246642251,3.831067055,6.147535703,5.624458258,3.969073774,4.561259971,6.374937132,5.65606351,5.903342186,6.352181499,3.245633294,5.776646449,3.958056689,5.940779298,5.093597008,5.680182432,5.180840667,5.206619808,4.181605334,4.85629336,2.927008839,3.875791947,4.365329874,4.771981542,4.933036388,4.441500302,3.842212191,4.574324048,6.517206097,10.361656,7.753382481,1.901985286,3.823280756,9.118703526,2.287183869,3.411773665,8.460951508,4.877377362,5.987751342,9.269440782,5.307725735,3.776549375,9.226503212,8.658848193,7.794168895,8.534048842,4.820212221,9.956233282,5.339293959,3.669059369,7.891576312,3.317575753,4.56097446,9.082067721,6.25090645,6.708073424,10.24173147,6.883696512,7.522711905,11.38383673,5.884595824,10.79919757,10.96692558,6.448298474,7.168736375,11.59781189,5.50161812,6.177212734,11.01905889,5.690836756,10.04272941,4.677880532,11.19194747,8.762987648,10.52302357,8.224545812,11.53871006,8.848562708,9.602300051,4.521079558,7.209589111,4.728277955,3.315107693,5.048360792,6.382546918,3.927503469,5.090401957,1.243015281,11.75454589,10.44135412,7.468732667,2.569059801,8.40679238,7.718155679,3.660108126,6.665382236,12.97523252,8.589637193,7.202900076,6.64940264,8.647723219,12.84002713,8.90064501,9.742505934
Gemmatimonadetes(undef),0,0,0.310599197,0.072600751,0,0,0,0,0,0.195297499,0,0,0,0,0.001274113,0.219518015,0.135367254,0,0.252398216,0.13509148,0.001271828,0.073087542,0.054098459,0.031780956,0.12529352,0.020541714,0.259049401,0.014245014,0.002463661,0.028414338,0.038061406,0.074888075,0.288897361,0.084353952,0.034778328,0.278586409,0.144418205,0.002874182,0.001048779,0.00892043,0.000981335,0.252960791,0.023830157,0.260085169,0.002440413,0.09311702,0.018599686,0.016853743,0.040709171,0.255176703,0.073695713,0.228228859,0.098967189,0.30610908,0.047553378,0.225754294,0.03837544,0.215753609,0.068689523,0.010361218,0.000863759,0,0.109081534,0.002915197,0,0.095937568,0.050770441,0,0.187030904,0.006503713,0,0.219012405,0.019160575,0.002918856,0,0.013938901,0.013173038,0.011584264,0.0009253,0.379946494,0.116257986,0.00500417,0.237575758,0.082772892,0,0.360022181,0.026771612,0,0.127767568,0.002331419,0,0.126189266,0,0,0.232067884,0,0,0.092592593,0,0,0.031245444,0,0.001287963,0,0.001031789,0,0.006984752,0,0,0.001023154,0.035279591,0,0.010481081,0.024272465,0.001405837,0,0.043760485,0.032873437,0.068520252,0,0.002994939,0.0123221,0.151530985,0.008656385,0.008083048,0.40702791,0.007224912,0,0,0,0.015475723,0,0.015070454,0.011224016,0
