Genus,TARA_099_SRF_0_22_3,TARA_098_SRF_0_22_3,TARA_098_MES_0_22_3,TARA_098_DCM_0_22_3,TARA_096_SRF_0_22_3,TARA_094_SRF_0_22_3,TARA_093_SRF_0_22_3,TARA_093_DCM_0_22_3,TARA_085_SRF_0_22_3,TARA_085_MES_0_22_3,TARA_085_DCM_0_22_3,TARA_084_SRF_0_22_3,TARA_082_SRF_0_22_3,TARA_082_DCM_0_22_3,TARA_078_SRF_0_22_3,TARA_078_MES_0_22_3,TARA_078_DCM_0_22_3,TARA_076_SRF_0_22_3,TARA_076_MES_0_22_3,TARA_076_DCM_0_22_3,TARA_072_SRF_0_22_3,TARA_072_MES_0_22_3,TARA_072_DCM_0_22_3,TARA_070_SRF_0_22_3,TARA_070_MES_0_22_3,TARA_068_SRF_0_22_3,TARA_068_MES_0_22_3,TARA_068_DCM_0_22_3,TARA_067_SRF_0_22_3,TARA_066_SRF_0_22_3,TARA_066_DCM_0_22_3,TARA_065_SRF_0_22_3,TARA_065_MES_0_22_3,TARA_065_DCM_0_22_3,TARA_064_SRF_0_22_3,TARA_064_MES_0_22_3,TARA_064_DCM_0_22_3,TARA_062_SRF_0_22_3,TARA_058_DCM_0_22_3,TARA_057_SRF_0_22_3,TARA_056_SRF_0_22_3,TARA_056_MES_0_22_3,TARA_152_SRF_0_22_3,TARA_152_MES_0_22_3,TARA_151_SRF_0_22_3,TARA_151_DCM_0_22_3,TARA_150_SRF_0_22_3,TARA_150_DCM_0_22_3,TARA_149_SRF_0_22_3,TARA_149_MES_0_22_3,TARA_148_SRF_0_22_3,TARA_148b_MES_0_22_3,TARA_146_SRF_0_22_3,TARA_146_MES_0_22_3,TARA_145_SRF_0_22_3,TARA_145_MES_0_22_3,TARA_142_SRF_0_22_3,TARA_142_MES_0_22_3,TARA_142_DCM_0_22_3,TARA_141_SRF_0_22_3,TARA_140_SRF_0_22_3,TARA_138_SRF_0_22_3,TARA_138_MES_0_22_3,TARA_138_DCM_0_22_3,TARA_137_SRF_0_22_3,TARA_137_MES_0_22_3,TARA_137_DCM_0_22_3,TARA_133_SRF_0_22_3,TARA_133_MES_0_22_3,TARA_133_DCM_0_22_3,TARA_132_SRF_0_22_3,TARA_132_MES_0_22_3,TARA_132_DCM_0_22_3,TARA_128_SRF_0_22_3,TARA_128_DCM_0_22_3,TARA_125_SRF_0_22_3,TARA_124_SRF_0_22_3,TARA_123_SRF_0_22_3,TARA_122_SRF_0_22_3,TARA_122_MES_0_22_3,TARA_122_DCM_0_22_3,TARA_112_SRF_0_22_3,TARA_112_MES_0_22_3,TARA_112_DCM_0_22_3,TARA_111_SRF_0_22_3,TARA_111_MES_0_22_3,TARA_111_DCM_0_22_3,TARA_110_SRF_0_22_3,TARA_110_MES_0_22_3,TARA_110_DCM_0_22_3,TARA_109_SRF_0_22_3,TARA_109_MES_0_22_3,TARA_109_DCM_0_22_3,TARA_102_SRF_0_22_3,TARA_102_MES_0_22_3,TARA_102_DCM_0_22_3,TARA_100_SRF_0_22_3,TARA_100_MES_0_22_3,TARA_100_DCM_0_22_3,TARA_009_SRF_0_22_1_6,TARA_009_DCM_0_22_1_6,TARA_007_SRF_0_22_1_6,TARA_007_DCM_0_22_1_6,TARA_052_SRF_0_22_1_6,TARA_052_DCM_0_22_1_6,TARA_004_SRF_0_22_1_6,TARA_004_DCM_0_22_1_6,TARA_048_SRF_0_22_1_6,TARA_045_SRF_0_22_1_6,TARA_042_SRF_0_22_1_6,TARA_042_DCM_0_22_1_6,TARA_041_SRF_0_22_1_6,TARA_041_DCM_0_22_1_6,TARA_039_MES_0_22_1_6,TARA_039_DCM_0_22_1_6,TARA_038_SRF_0_22_1_6,TARA_038_MES_0_22_1_6,TARA_038_DCM_0_22_1_6,TARA_037_MES_0_22_1_6,TARA_036_SRF_0_22_1_6,TARA_036_DCM_0_22_1_6,TARA_034_SRF_0_22_1_6,TARA_034_DCM_0_22_1_6,TARA_033_SRF_0_22_1_6,TARA_032_SRF_0_22_1_6,TARA_032_DCM_0_22_1_6,TARA_031_SRF_0_22_1_6,TARA_030_SRF_0_22_1_6,TARA_030_DCM_0_22_1_6,TARA_025_SRF_0_22_1_6,TARA_025_DCM_0_22_1_6,TARA_023_SRF_0_22_1_6,TARA_023_DCM_0_22_1_6,TARA_018_SRF_0_22_1_6,TARA_018_DCM_0_22_1_6
Skagenf62(undef),0.237336831,0.120311981,0.00099551,0.052053368,0.208336379,0.046178531,0.003364964,0.005898882,0,0.004388708,0,0,0.00552975,0.009287063,0.030578702,0.001193033,0.017063099,0.014093349,0,0.017620628,0.05087311,0.009474311,0.042076579,0.0440044,0,0.002934531,0.003465544,0.008903134,0,0.008524301,0.005074854,0.029304029,0.001694413,0.030908318,0.043874199,0.003130184,0.036569417,0.011496731,0.042999927,0.01784086,0.065749446,0.003135878,0.001083189,0.001831586,0.004067355,0.007679754,0.003234728,0.006741497,0.006646395,0.002743836,0.003388309,0,0.000845873,0.003573258,0.004755338,0,0.000913701,0.00269692,0.0009955,0,0.006910074,0.047710353,0.00099165,0.020406378,0.032578732,0,0,0.002007978,0.000809658,0.004335808,0.02071173,0.00177338,0.008622259,0.052539405,0.04848326,0.041816703,0.033279255,0.024326954,0.030534916,0.003485748,0.023464915,0.071726439,0.002424242,0.03574284,0.075546409,0.005971932,0.051758449,0.072144664,0.028878971,0.04585124,0.081507184,0,0.058241118,0.036345525,0.001771511,0.005341167,0.005715219,0.001797914,0.042701863,0.002040566,0.010415148,0.001318809,0.007727776,0.032232219,0.047462314,0.012071463,0.010477128,0.080414133,0.036935924,0.043995621,0.035279591,0.014798007,0.041924327,0,0.043580948,0.049286077,0,0.030881108,0,0.102352508,0.063892022,0.001540262,0,0.001442731,0.003464163,0.00864345,0.005619376,0,0.003167504,0.006004293,0.008253719,0.007390164,0.011302841,0.00673441,0.00776364
Spartobacteria(undef),0.057252306,0.058081646,0.051766533,0.076710227,0.019737131,0.103314679,0.059447697,0.06059761,0.001838066,0.120689466,0.002338652,0.006686926,0.01658925,0.021669814,0.052238616,0.083512288,0.092140737,0.074310387,0.069387826,0.076356054,0.075037837,0.058199339,0.066120339,0.048893778,0.042932745,0.029345306,0.058047859,0.032051282,0.007390983,0.105133051,0.045673687,0.097680098,0.039818698,0.075982949,0.063136042,0.042257489,0.074998296,0.09772221,0.131097337,0.12191254,0.138368236,0.055400504,0.044410745,0.0512844,0.086227935,0.09407699,0.048520921,0.054774665,0.05566356,0.05487671,0.05675417,0.018931426,0.049906531,0.051216695,0.0344762,0.096606567,0.075837179,0.037756882,0.095568033,0.073823678,0.088967204,0.099921683,0.179488705,0.023321575,0.076852393,0.394230847,0.633784344,0.058900699,0.102016857,0.076960598,0.130860478,0.078915401,0.052691582,0.088538626,0.094345803,0.089054091,0.076958276,0.079931422,0.090679448,0.048800467,0.059728873,0.097581318,0.035151515,0.060198467,0.101596895,0.493964083,0.0481889,0.066523002,0.528572678,0.054399776,0.03493165,0.555595904,0.059535365,0.09826753,0.322414924,0.067654783,0.106139778,0.61218986,0.045613354,0.113591533,0.084362698,0.081766149,0.059246285,0.093933897,0.073257049,0.094376893,0.043305464,0.105543549,0.069857074,0.110500629,0.051155407,0.087801509,0.036683786,1.037328495,0.032334252,0.071029934,1.414922326,0.04383125,0.401470773,0.081562155,0.103824536,0.056989711,0.027867768,0.041839193,0.034641632,0.048717627,0.040138397,0.128540078,0.083622104,0.114832105,0.057776036,0.153961744,0.097957954,0.05986142,0.061246495
Sphingomonas,0.165511211,0.217114725,0.008959591,0.09999726,0.156435035,0.155754706,0.047109496,0.030030674,0.001225378,0.003291531,0.000779551,0.002228975,0.001382438,0.001238276,0.096832557,0.015509425,0.080765337,0.172963831,0.003469392,0.055798655,0.150075674,0.071734069,0.134244325,0.068451289,0.003504713,0.09390498,0.012129404,0.09437322,0.017245627,0.098029465,0.073585384,0.138380138,0.00677765,0.103027728,0.12466693,0.004695277,0.147517309,0.155205862,0.110121763,0.095151251,0.125610881,0.015679389,0.099653379,0.007326343,0.152119093,0.097916866,0.141519352,0.158425186,0.09637273,0.005487671,0.188051129,0.031552376,0.200471998,0.00595543,0.072518903,0.007118378,0.170862076,0.00539384,0.169235057,0.121744311,0.077738332,0.218747468,0.005949902,0.090371105,0.104419012,0.002418594,0.006769392,0.105084201,0.001619315,0.042274132,0.142157786,0.007093519,0.037363122,0.095349289,0.141518705,0.209083517,0.167782908,0.13785274,0.207267309,0.027885981,0.07146133,0.17264387,0.012121212,0.121337535,0.134594177,0.004265665,0.149921023,0.100252975,0.046381377,0.097142457,0.087717256,0.009986201,0.071183589,0.115767226,0.003543021,0.093470423,0.125734814,0.008989571,0.152368012,0.073460392,0.118732685,0.122649223,0.082429613,0.129849798,0.214612201,0.153636803,0.095691106,0.198163398,0.175847117,0.180075099,0.158758158,0.209145168,0.140184467,0.006387491,0.097002756,0.110168877,0.003646707,0.118543607,0.001930148,0.161525052,0.087851531,0.103197585,0.066185948,0.122632118,0.130483482,0.08171989,0.134062246,0.096143798,0.166610708,0.082559029,0.091822627,0.103462291,0.082887499,0.186318672,0.156135432
Subgroup 26(undef),0,0,0.089595922,0,0,0,0,0,0,0.020846362,0,0,0,0,0,0.076354092,0,0,0.078061304,0,0,0.016241676,0,0,0.036799495,0,0.073642806,0.001780627,0,0,0,0,0.067776507,0.000643923,0,0.053213134,0,0,0,0,0,0.10766513,0.001083189,0.077842392,0,0.001919939,0.000808682,0,0.000830799,0.066766664,0.000847077,0.038914598,0.000845873,0.072656241,0,0.102708035,0,0.058433269,0,0,0,0,0.119989687,0,0,0.072557825,0.115925841,0,0.047769798,0,0,0.055861464,0,0,0,0,0,0,0,0.08452938,0,0,0.092121212,0,0,0.136501301,0,0,0.045506257,0,0,0.069903406,0,0,0.079717976,0,0,0.071916577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058764915,0,0,0.071110787,0,0.096507397,0,0.001996626,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sufflavibacter,0.548581185,0.365084633,0.094573473,0.7095696,0.292401937,0.285680742,0.124503669,0.122804006,0,0.108620519,0,0,0.001382438,0,0.561883648,0.136005727,0.408376845,0.292116694,0.057244956,0.299550673,0.490925509,0.353256456,0.424773087,0.613616918,0.031542424,0.507673797,0.125625964,0.528846154,0.002463661,0.382172845,0.454199441,0.333740334,0.18045495,0.406959523,0.70626759,0.198766708,0.448130311,0.442624129,0.487682094,0.537208103,0.710486546,1.082923055,0.719237434,0.101653006,0.763035874,0.416626668,0.746413494,0.82836148,0.738580662,0.112497256,0.63530787,0.108329827,0.458463387,0.135783795,0.165247991,0.243041785,0.844259674,0.173501861,0.887986302,0.291409255,0.373143997,0.661643576,0.134864442,0.470804303,0.873778297,0.102387152,0.22085142,0.338679018,0.212939947,0.366375806,0.471662587,0.17822467,0.446441403,1.028410197,0.775732163,0.367832114,0.55881415,0.823641166,0.792057221,0.362517755,0.238915495,0.649708088,0.488484848,0.695104172,0.561822145,0.211577017,0.663043576,0.863862082,0.522446836,0.844750809,0.661372581,0.27053526,0.689833689,0.554605785,0.292299244,0.408599279,0.8719791,0.159115426,0.65314441,0.206097212,0.411398338,0.200458946,0.234409212,0.65109083,0.527244401,0.365436108,0.694284377,0.609567845,0.721053477,0.376520663,0.266360911,0.513984117,0.235824337,0.01405248,0.350053422,0.310212365,0.032820364,0.373561787,0.020266554,0.123142862,0.119797543,0.258764094,0.151530985,0.331828084,0.505767832,0.267161177,0.568359704,0.099278921,0.298378871,0.063045078,0.311577905,0.046804369,0.116796022,0.465422546,0.500323485
Synechococcus,1.568713175,0.861544416,0.00099551,2.787594855,0.510972385,1.329785156,5.823631021,1.014071514,0.007352265,0.002194354,0.000779551,0.014116843,0.081563816,0.040243942,3.474505007,0.310188502,1.424200029,2.105033887,0.00867348,2.278934541,1.817441842,1.058415893,1.304373961,2.835839138,0.014895029,5.998180594,0.02599158,6.095085468,1.037201281,0.490147332,0.748540975,2.840862843,0.105053583,5.609859755,4.097422125,0.098600808,4.28977854,3.525185026,3.023628985,11.41715894,1.886125882,0.489196908,2.995017334,0.036631717,1.304807613,0.6623788,2.362968831,2.179188997,3.0207866,0.02377991,4.369223995,0.043121585,1.950584077,0.008337602,1.499120264,0.030507334,3.75713829,0.01977741,3.000438019,15.82028467,6.975719722,1.839099082,0.039666009,1.695187007,2.07167321,0.127379291,1.428341747,2.077588284,0.05100843,2.436724298,1.703069103,0.00798021,1.75702475,1.328079392,1.24877154,2.345607311,5.905681046,4.735647095,1.138119598,0.425261216,1.832396511,1.654712261,0.029090907,3.229083384,0.889189921,0.082753912,2.512961919,1.907617355,1.095650655,1.616450496,4.243807393,0.066272057,1.652753509,2.503802817,0.054916831,3.809142298,0.765839318,0.827040631,2.286490684,2.961542126,0.740517008,1.504760899,2.29257361,2.690929855,2.532011268,2.279311706,1.735710942,1.815061852,2.987795083,1.534730965,1.016052217,2.820500174,0.96687978,0.873808732,10.77433504,11.01543814,0.94449712,15.48936594,0.274081009,8.372115336,8.809112601,7.424065061,2.518549485,12.04680218,3.303657003,2.943487557,4.321299846,0.591493365,2.267932821,5.426379864,3.725522563,0.870807626,2.360409918,1.097708807,1.217166268
TA18(undef),0,0,0.003982041,0.017807731,0,0,0,0,0,0,0,0,0,0,0.012741126,0,0.035263739,0.047404902,0,0.023494171,0.059775904,0.029776406,0.008014587,0.012223445,0,0,0,0.00534188,0.002463661,0.001420717,0.002537427,0.030932031,0.002541619,0.036059705,0.021402048,0.001565092,0.037809058,0.056046562,0.040902369,0.031717084,0.03532806,0.003135878,0.004332756,0.004578964,0.017896364,0.027839109,0.007278138,0.009269559,0.008307994,0.002743836,0.044895089,0.01787968,0.019455088,0.009528687,0.003566503,0,0.053908356,0.003595893,0.047784016,0.02331274,0.071692018,0.02700586,0.002974951,0.010203189,0.010859577,0.014511565,0.024539047,0,0.000809658,0.003251856,0.026360384,0.00177338,0.017244518,0.020431991,0.005241434,0.014713285,0.004159907,0.010425838,0.002775901,0.002614311,0.019198567,0.011676397,0.001212121,0.031980435,0.002605049,0.012796997,0.01517058,0.00749555,0.020127768,0.019428491,0.009315107,0.009986201,0.003882741,0.004038392,0.001771511,0.00979214,0,0.012585401,0.003881988,0.002040566,0.019788781,0,0.005151851,0.011051047,0,0.016461086,0.004889327,0.007897817,0.024088646,0.050134545,0.00176398,0.035515217,0.023582434,0.05493242,0.084350222,0.039138943,0.034643717,0.02091946,0.026056997,0.123142862,0.07687009,0.184831495,0.047026858,0.142830349,0.058890775,0.076219512,0.08991001,0.014630578,0.02407303,0.015010733,0.066029755,0.025865573,0.007535227,0.002993071,0.006901014
Thermoplasmata(undef),0.930610202,0.933455027,2.379269491,2.073915777,0.297518971,0.03130748,0.005608274,0.01072524,0.000612689,2.781343607,0.014811466,0.000742992,0.425790758,0.964616287,0.452309967,1.173944166,3.152123218,1.127467939,1.314899303,4.394878271,1.559260815,1.421146659,1.881424197,5.48588192,0.86391196,1.304398862,2.561903274,2.147435898,0.650406504,3.5319022,3.390002536,4.48840049,2.124793492,4.612422568,3.664565696,1.876545526,5.280871716,2.563770931,2.029386777,1.811838402,2.050008827,1.457137782,3.639514732,2.091670864,4.105588545,4.297782474,2.417959209,2.583678835,5.078676703,2.311224119,3.921120173,6.193731597,3.611033573,2.893147684,4.605544725,2.502618547,5.664945861,2.008306511,6.858001831,0.427400236,1.076244034,1.780586386,0.92223478,4.683263852,1.962242085,1.065793821,1.166873977,0.736258733,2.804653914,2.793344535,1.461118433,2.636129069,7.489868844,3.70694688,3.955971964,3.582297596,2.244963046,4.039432838,3.393076899,2.506252561,2.768859923,1.571309421,1.258181817,2.114471145,2.534712273,3.605340612,2.803880098,2.084699709,3.478603308,5.744616362,1.92279329,1.844723655,1.914191421,1.402668031,1.867172144,1.970000448,0.906270412,1.882416395,1.994371117,0.227863257,3.616139311,0.543349248,1.866257952,1.922882113,3.374983233,0.88231421,2.7491985,0.959225727,0.819013972,1.879533854,4.836831893,1.538006214,6.410491566,0.502056772,2.548782543,3.199246212,0.501422221,2.287194305,0.945772497,1.448927698,2.086473862,4.603844493,5.887065871,3.058589298,1.631620881,6.320719134,1.651293662,0.014630577,0.065884083,0.034524686,0.844974519,0.349801086,1.009720444,1.964951139,2.382574938
Thiobacillus,0.006245706,0.004148689,0,0.004109476,0.00146201,0.041482409,0,0.001072524,0,0,0,0,0,0,0.011467013,0.002386065,0.019338179,0.005124854,0,0.007341928,0.010174622,0.006767365,0.004007293,0.014668133,0,0.004401796,0,0.016025641,0,0.028414338,0.035523979,0.035816036,0,0.041211091,0.034243277,0.001565092,0.029131569,0.038801466,0.053487714,0.042619831,0.03729073,0.001045293,0.057409012,0,0.165948101,0.115196314,0.089763703,0.066572286,0.04070917,0,0.02371816,0.002103492,0.013533975,0,0.011888345,0,0.022842524,0,0.019910007,0.032378806,0.108833666,0.056712307,0,0.017491182,0.089382675,0,0,0.034135632,0.000809658,0.016259281,0.019770288,0,0.004790144,0.061295972,0.070759353,0.163394897,0.076958276,0.05792132,0.070322837,0.005228621,0.008532696,0.011676397,0.001212121,0.004703005,0.05557437,0.000853133,0.040157417,0.102126862,0.028878971,0.090148201,0.093151068,0,0.082831813,0.134613055,0,0.177148707,0.072664925,0.000898957,0.046583851,0.012243399,0.068739975,0.073853296,0.056670359,0.023943934,0.022699368,0.039506606,0.10826366,0.0215395,0.008029549,0.032740927,0.031751632,0.027622947,0.058956084,0,0.060450993,0.104370515,0,0.042835085,0,0.04637848,0.061895397,0.060070236,0.001741735,0.046167386,0.03233219,0.014143827,0.009633215,0.01672066,0.024706531,0.010507513,0.030951447,0.022170491,0.045211363,0.042651262,0.043131335
Thiothrix,0.338309079,0.164564664,0.00099551,0.041094763,0.339186245,0.162016202,0.155909998,0.177502735,0.001838066,0.01097177,0.048332152,0.008915901,0.158980315,0.208649351,0.085365542,0.014316391,0.085315498,0.042280049,0.000867348,0.041114799,0.049601282,0.021655568,0.046083872,0.046449089,0.000876178,0.088035918,0.018194106,0.11039886,0.066518847,0.179010329,0.13702106,0.097680098,0.002541618,0.099808111,0.100054576,0.004695276,0.083055963,0.073291658,0.133194895,0.061451849,0.160938941,0.020905851,0.281629116,0.007326343,0.282274465,0.277431122,0.30163839,0.247750026,0.163667482,0.010975343,0.227016679,0.018931426,0.197088505,0.004764344,0.060630558,0.007118378,0.093197497,0.006292813,0.075658025,0.13858129,0.133882684,0.051311135,0.00099165,0.053931144,0.040932252,0.000806198,0,0.409627586,0.004857945,0.209202753,0.112973074,0.007093519,0.070894128,0.071025492,0.072069711,0.061176287,0.067251827,0.044020202,0.03978792,0.009585806,0.020265153,0.084236864,0.001212121,0.037624041,0.133725828,0.012796997,0.107086446,0.142415441,0.050756979,0.066056872,0.092374809,0.003631345,0.12813046,0.195188929,0.003543022,0.096141007,0.022044415,0.002696871,0.08152174,0.131956631,0.243714458,0.228153932,0.278199943,0.038678664,0.061907365,0.289715113,0.252149557,0.067490433,0.050586157,0.140172095,0.116422649,0.105559118,0.131013521,0,0.102626103,0.100021743,0.001823354,0.047815908,0.002895222,0.212701307,0.225618704,0.126301521,0.010450413,0.181784081,0.173208161,0.093506413,0.118006888,0.115999581,0.258468322,0.084060103,0.099044632,0.145339886,0.244894884,0.237200881,0.244123355
uncultured,3.151999664,2.810045352,0.192133476,2.231445713,2.582640097,2.757406173,1.057720349,0.930414636,2.211193825,0.08667698,3.974929645,0.487402577,0.369110819,0.389437518,3.768825008,0.586972084,2.550364581,3.194065417,0.245459434,2.126222433,3.301664821,1.866439279,2.276142579,2.42757609,0.779798823,1.815007189,0.323161963,1.63105413,0.551860064,1.307059542,1.261101239,1.870573875,0.399034183,2.039949003,2.804738412,0.270760945,2.55490061,3.502191564,3.743091172,3.069618998,3.859590584,0.986756146,1.903162911,0.265579927,2.320832994,1.858500525,2.182632743,2.283682204,1.603442832,0.305480356,1.922018072,0.366007574,1.416837956,0.314446683,0.980788433,0.194230045,2.356434741,0.267894062,2.468840834,2.604551166,2.505765595,4.119293885,0.141805993,1.705390198,3.409071925,0.309580051,0.341008131,1.818559074,0.153834944,1.598829333,3.444737338,0.232312755,1.392973818,2.950963221,2.76354583,2.828048166,3.004839361,2.450071822,3.312575763,0.903680075,1.611612994,3.242702253,0.219393935,2.394770258,3.335330537,0.232905344,2.407660249,3.254942375,1.215542135,2.897176652,3.706636238,0.370397266,4.028991134,3.127061263,0.338358521,3.070280855,3.960646637,0.406328657,2.339868009,2.018800419,2.095527736,2.226149342,2.277118055,4.508827022,3.256327453,2.574513849,2.419518193,4.508217318,4.40019271,3.54215906,2.100899633,3.82380506,2.767005556,0.166074758,3.801383343,2.471551783,0.164101817,2.412711062,0.098437546,3.420812743,2.392955906,2.929579198,1.074650779,3.109084873,3.729749082,2.275584614,4.497106022,1.459922669,2.423774017,1.596391422,2.102635,1.726834918,1.458066461,2.367519195,2.320465818
undef,2.876147648,2.899933621,8.807279171,6.60666831,2.997119841,1.829139436,0.911905243,1.208198374,4.147903073,4.728832713,4.390430234,4.869567802,5.26570449,4.710398415,5.896593023,8.852302553,7.413347894,8.081895171,6.606588374,7.819153623,4.409426787,7.786530237,6.96467571,6.559100354,3.017558616,7.5754908,4.855226906,7.313034188,6.932742055,8.31971813,8.05633088,6.577126577,6.653111365,5.702584708,3.934766557,6.337058253,4.039371006,3.104117267,3.579481694,4.629703049,3.250181547,4.444583817,4.408578856,6.900499107,4.367526234,6.26187962,5.65673066,5.544038831,6.523436851,6.576973732,5.544967091,12.76188473,7.699139747,7.505032338,9.218222455,6.234682775,4.791447759,4.770851687,4.23485844,2.408983176,2.619781814,4.027473962,12.39265385,6.700580124,2.723247849,12.18165254,9.67261527,3.134454231,3.692038637,4.926562246,2.981547731,7.183961553,9.282340656,6.023545437,6.154753325,2.912455957,4.290250565,7.522821,3.110860252,5.619896648,6.721631452,3.696413678,9.014545455,6.771386916,3.585415201,5.471142772,4.599362836,3.375808114,4.851667104,4.341102139,2.821701094,5.407073862,3.044069113,2.82552802,4.24985385,4.387768727,2.651861528,6.549802229,4.367236025,3.331564842,4.167100631,3.849603039,3.235362304,3.13573448,3.421413758,2.992625433,4.144053531,1.50561104,1.911835555,2.272424977,5.886399718,2.339071672,7.201813227,18.21712359,3.136422426,2.832499819,12.86922909,3.960751108,19.54660825,1.410545507,2.359013268,4.380506438,11.86121852,3.096100299,4.509185806,8.709454363,3.057743098,3.508203574,4.46554706,2.987886339,4.819140375,3.670447967,4.021927511,3.976294877,4.400258788
Variovorax,0.047883746,0.049784268,0.006968571,0.020547382,0.049708329,0.102531993,0.030284676,0.027885626,0.001838067,0.002194354,0.000779551,0.000742992,0.001382438,0.004953101,0.057335066,0.011930327,0.027300959,0.038436407,0.005204087,0.03377287,0.043242143,0.029776406,0.024043759,0.058672534,0.002628535,0.014672653,0.002599158,0.012464388,0.009854644,0.048304374,0.081197666,0.08954009,0.003388825,0.082422181,0.036383482,0.006260368,0.037809058,0.094848028,0.093341304,0.089204297,0.079488136,0.014634095,0.034662045,0.000915793,0.100056943,0.063357972,0.042860146,0.067414973,0.042370769,0.002743836,0.052518784,0.002103492,0.035526683,0.004764344,0.038042703,0,0.033806935,0.00269692,0.040815514,0.079004287,0.076010814,0.045909963,0.002974951,0.011660787,0.066828168,0.001612396,0.001692348,0.052207438,0.004048288,0.029266707,0.108265864,0.00088669,0.00766423,0.067133684,0.057655769,0.082084641,0.045065657,0.075297715,0.074024039,0.005228621,0.011732457,0.054211843,0.002424242,0.019752622,0.109412041,0.001706266,0.040157417,0.068396889,0.023628249,0.056731196,0.052009346,0.003631346,0.072477836,0.119805619,0.005314532,0.093470423,0.14614631,0.002696871,0.025232919,0.238746276,0.064573917,0.242660829,0.122356456,0.058017995,0.030953683,0.100961328,0.037019188,0.071798333,0.052995022,0.094130166,0.059975304,0.067084299,0.048475003,0.001277498,0.068886015,0.100021743,0.001823354,0.058773722,0.002895222,0.118345088,0.128782358,0.069311811,0.015675619,0.067808348,0.020784979,0.041645713,0.047363308,0.399205769,0.131134663,0.240171723,0.084600623,0.24633879,0.124331249,0.086050792,0.067284882
Verrucomicrobiae(undef),0,0,0.021901225,0.194515219,0,0.06183227,0.015703165,0.033784508,0,0.016457655,0,0,0,0,0.019111688,0.022667621,0.134229714,0.001281214,0.019081652,0.123344395,0.0228929,0.023009041,0.140255264,0.122234446,0.01139032,0.086568653,0.051116771,0.078347578,0,0.035517922,0.027911697,0.030932031,0.014402508,0.087573568,0.054040171,0.014085829,0.039668519,0.057483653,0.090194968,0.13083297,0.044160075,0.019860558,0.087738301,0.01923165,0.025217603,0.143035423,0.071972698,0.0918529,0.059817557,0.021036072,0.058448324,0.012620951,0.063440506,0.016675203,0.023776689,0.00813529,0.043857646,0.022474334,0.038824513,0.111383093,0.069964499,0.044109572,0,0.024779174,0.084370562,0.001612396,0,0.047522154,0.034005619,0.096471736,0,0.059408223,0.12358571,0.084646819,0.079931862,0.121578193,0.064478555,0.068347158,0.075874641,0.043571845,0.044796655,0.015846539,0.024242424,0.088416498,0.139804274,0.037537858,0.059789932,0.052468847,0.050756979,0.036525564,0.371051753,0.033589948,0.292499838,0.109036574,0.033658701,0.103262563,0.332299151,0.003595829,0.065993788,0,0.027079385,0,0.009015739,0.031311299,0.030953683,0.001097406,0.008381703,0.005743866,0.009635458,0.004092616,0.005291939,0.026636413,0,0,0.06185683,0.134811916,0.001823354,0.026896448,0,0.111948056,0.115804291,0.009241574,0.05747727,0.008656385,0.003464163,0.066004526,0.011238752,0,0,0.000750537,0.008253719,0.003695082,0.022605682,0.077819847,0.090575804
ZD0417 marine group,0,0,0.376302873,0.843812497,0,0,0.001121655,0.028421888,0,1.039026586,0,0,0.001382438,0,0.071350306,0.198043427,0.76101423,0.01793699,0.118826651,0.320108074,0.010174622,0.09474311,1.019856138,0.083119424,0.062208671,0.381488981,0.538892066,0.580484332,0.039418576,0.797022178,0.976909413,0.95889296,0.265175584,1.070844441,0.53719141,0.212852537,0.628498114,0.089099662,0.08914619,0.188320184,0.042197405,0.140069198,0.558925476,0.32144329,0.100870414,0.82845349,0.355011402,0.295783193,1.363341808,0.413404551,1.330758218,1.827934371,1.704434915,0.469287851,1.364781966,0.80844443,1.263648408,0.405436991,1.182654402,0.2603256,0.062190667,0,1.382360525,0.479549893,0.001670704,0.705423295,1.733810575,0,0.945680071,0.456343829,0,0.410537424,1.255975705,0.042809886,0.045862543,0.144809695,0.073491687,0.019693248,0.005551803,0.359032007,1.076186311,0.01000834,0.123636363,0.337675774,0.003473398,0.729428829,0.496167198,0.015928043,0.642338321,0.103359575,0,1.018592491,0,0.001346131,0.694432144,0.072105756,0,0.987953974,0.332880435,0.000680189,0.96965026,0.006594045,0.039926845,0,0.112465048,0.03072736,0.939449182,0,0,0.008185232,1.127182925,0,0.621004087,0.794603848,0.348647584,0.108719286,0.288089856,0.912486926,1.384881152,0.039981449,0.101827911,0.706980469,1.654648691,0.888722174,0.155887345,1.082002765,0.08188233,0.003135124,0.025973533,0.012008586,0.62521924,0.032024043,0.137517896,0.068840635,0.027604056
